细分二级品类,日期,产品,成交量,最高价,最低价
LDPE膜料,2025/3/17,HP2025JN|沙特SABIC,24.75,9900,9900
LDPE膜料,2025/3/18,0474|卡塔尔石化,25.5,10050,10050
LDPE膜料,2025/3/18,100BW|埃克森,5.5,10030,10030
LDPE膜料,2025/3/18,1925AS|TASNEE,24.75,9750,9750
LDPE膜料,2025/3/18,2408X|中海壳牌,108,9750,9750
LDPE膜料,2025/3/18,2426K|茂名石化,21,9970,9960
LDPE膜料,2025/3/19,0474|卡塔尔石化,25.5,10020,10020
LDPE膜料,2025/3/19,2426H|神华榆林,33,9550,9550
LDPE膜料,2025/3/19,2426H|茂名石化,10.5,10000,10000
LDPE膜料,2025/3/19,2426K|茂名石化,10,9950,9950
LDPE膜料,2025/3/19,951-000|茂名石化,27,10000,10000
LDPE膜料,2025/3/19,C150Y|马来西亚PETLIN,17.5,10500,10500
LDPE膜料,2025/3/19,HP2022NN|沙特SABIC,25.5,9800,9800
LDPE膜料,2025/3/20,0274|卡塔尔石化,25.5,9950,9950
LDPE膜料,2025/3/20,2420H|中海壳牌,27,9980,9980
LDPE膜料,2025/3/20,2426H|中海壳牌,54,9900,9900
LDPE膜料,2025/3/20,2426H|烟台万华,27.625,9780,9780
LDPE膜料,2025/3/20,HP2022NN|沙特SABIC,25.5,9700,9700
LDPE膜料,2025/3/21,0474|卡塔尔石化,25.5,9980,9980
LDPE膜料,2025/3/21,2102TX00|伊朗石化,24.75,9850,9850
LDPE膜料,2025/3/21,2420H|伊朗石化,123.75,9680,9600
LDPE膜料,2025/3/21,2426H|中海壳牌,27,9900,9900
LDPE膜料,2025/3/21,2426H|茂名石化,27,10121,10121
LDPE膜料,2025/3/21,951-050|茂名石化,5,9800,9800
LDPE膜料,2025/3/24,0274|卡塔尔石化,25,9700,9700
LDPE膜料,2025/3/24,2020H|中海壳牌,27,9550,9550
LDPE膜料,2025/3/24,2420H|伊朗石化,49.5,9830,9600
LDPE膜料,2025/3/24,2426H|中海壳牌,81,9920,9830
LDPE膜料,2025/3/24,2426H|泰国PTT,10,9700,9700
LDPE膜料,2025/3/24,2426K|茂名石化,57,10121,9800
LDPE膜料,2025/3/24,951-000GD|茂名石化,81,9655,9615
LDPE膜料,2025/3/24,C150Y|马来西亚PETLIN,17.5,10500,10500
LDPE膜料,2025/3/24,LFI2125A|伊朗石化,24.75,9650,9650
LDPE膜料,2025/3/25,0474|卡塔尔石化,51,9950,9910
LDPE膜料,2025/3/25,2408X|中海壳牌,27,9500,9500
LDPE膜料,2025/3/25,2420H|中海壳牌,1.5,9920,9920
LDPE膜料,2025/3/25,2420H|茂名石化,54,9760,9760
LDPE膜料,2025/3/25,2426K|茂名石化,1.5,9900,9900
LDPE膜料,2025/3/25,951-050|茂名石化,37.5,9880,9760
LDPE膜料,2025/3/26,0274|卡塔尔石化,15,9850,9850
LDPE膜料,2025/3/26,18D|大庆石化,28,10100,10100
LDPE膜料,2025/3/26,2408X|中海壳牌,81,9650,9650
LDPE膜料,2025/3/26,2420H|伊朗石化,5.5,10000,10000
LDPE膜料,2025/3/26,951-050|茂名石化,54,10121,9690
LDPE膜料,2025/3/27,2023.BR(105.BR)|埃克森,49.5,9630,9630
LDPE膜料,2025/3/27,2426H|中海壳牌,108,9775,9775
LDPE膜料,2025/3/27,951-000|茂名石化,101,10121,9830
LDPE膜料,2025/3/27,HP2025JN|沙特SABIC,49.5,9750,9750
LDPE膜料,2025/3/27,LFI2125A|伊朗石化,24.75,9650,9650
LDPE膜料,2025/3/28,1925AS|TASNEE,24.75,9800,9800
LDPE膜料,2025/3/28,2420H|伊朗石化,24.75,9900,9900
LDPE膜料,2025/3/28,2426H|中海壳牌,81,9880,9830
LDPE膜料,2025/3/28,6236|北欧化工,49.5,9600,9600
LDPE膜料,2025/3/28,951-000|茂名石化,13.5,9930,9810
LDPE膜料,2025/3/28,951-050|茂名石化,27,9780,9780
LDPE膜料,2025/3/31,2023.BR(105.BR)|埃克森,24.75,9550,9550
LDPE膜料,2025/3/31,2420H|中海壳牌,9,9850,9850
LDPE膜料,2025/3/31,2420H|伊朗石化,24.75,9515,9515
LDPE膜料,2025/3/31,2426H|大庆石化,29,10060,10060
LDPE膜料,2025/3/31,2426H|烟台万华,27.625,9650,9650
LDPE膜料,2025/3/31,951-000|茂名石化,27,9840,9840
LDPE膜料,2025/3/31,951-050|茂名石化,6,9800,9800
LDPE膜料,2025/3/31,LFI2125A|伊朗石化,49.5,9600,9600
LDPE膜料,2025/3/31,NA321210|利安德巴塞尔,24.75,9450,9450
LDPE膜料,2025/4/1,0274|卡塔尔石化,76,9900,9700
LDPE膜料,2025/4/1,0474|卡塔尔石化,51,9950,9950
LDPE膜料,2025/4/1,2102TX00|伊朗石化,9.625,10150,10150
LDPE膜料,2025/4/1,2426K|茂名石化,24,10121,9950
LDPE膜料,2025/4/1,2923SB|台塑美国,24.75,9500,9500
LDPE膜料,2025/4/1,951-050|茂名石化,3,9920,9920
LDPE膜料,2025/4/2,0200|伊朗石化,22.5,9700,9700
LDPE膜料,2025/4/2,0274|卡塔尔石化,25,9900,9900
LDPE膜料,2025/4/2,2020H|中海壳牌,189,9550,9500
LDPE膜料,2025/4/2,2420H|中海壳牌,25.5,9730,9730
LDPE膜料,2025/4/2,2426H|中海壳牌,18,9750,9750
LDPE膜料,2025/4/2,6236|北欧化工,24.75,9630,9630
LDPE膜料,2025/4/2,FT6230|北欧化工,24.75,9800,9800
LDPE膜料,2025/4/3,0474|卡塔尔石化,25.5,9890,9890
LDPE膜料,2025/4/3,2420H|烟台万华,27.625,9500,9500
LDPE膜料,2025/4/3,2426H|中海壳牌,27,9830,9830
LDPE膜料,2025/4/3,2426H|神华榆林,33,9440,9440
LDPE膜料,2025/4/3,951-000|茂名石化,25.5,9850,9850
LDPE膜料,2025/4/7,0219A|加拿大NOVA,25.5,10050,10050
LDPE膜料,2025/4/7,2420H|中海壳牌,27,9750,9750
LDPE膜料,2025/4/7,2426H|烟台万华,27.625,9420,9420
LDPE膜料,2025/4/7,2426H|茂名石化,42,9800,9720
LDPE膜料,2025/4/7,951-000GD|茂名石化,56.317,9435,9435
LDPE膜料,2025/4/7,951-000|茂名石化,27,9760,9760
LDPE膜料,2025/4/7,951-050|茂名石化,10.5,9750,9750
LDPE膜料,2025/4/8,0219A|加拿大NOVA,25.5,9400,9400
LDPE膜料,2025/4/8,0274|卡塔尔石化,25.5,9620,9620
LDPE膜料,2025/4/8,2420E02|伊朗石化,25.5,9600,9600
LDPE膜料,2025/4/8,2420H|中海壳牌,27,9720,9720
LDPE膜料,2025/4/8,2426H-GD|茂名石化,27,9335,9335
LDPE膜料,2025/4/8,2426H|浙江石化,27,9500,9500
LDPE膜料,2025/4/8,2426H|茂名石化,27,9700,9700
LDPE膜料,2025/4/8,2426K|茂名石化,27,9690,9690
LDPE膜料,2025/4/8,LD20920L|美国,27,9250,9250
LDPE膜料,2025/4/9,0274|卡塔尔石化,51,9700,9700
LDPE膜料,2025/4/9,0474|卡塔尔石化,306,9900,9900
LDPE膜料,2025/4/9,2020H|中海壳牌,27,9450,9450
LDPE膜料,2025/4/9,2408X|中海壳牌,54,9350,9350
LDPE膜料,2025/4/9,2420H|中海壳牌,27,9570,9570
LDPE膜料,2025/4/9,2420H|伊朗石化,24.75,9600,9600
LDPE膜料,2025/4/9,2420H|茂名石化,14,9580,9580
LDPE膜料,2025/4/9,2426H-GD|茂名石化,25.95,9225,9225
LDPE膜料,2025/4/9,2426H|中海壳牌,27,9350,9350
LDPE膜料,2025/4/9,2426H|神华榆林,30,9300,9300
LDPE膜料,2025/4/9,2426K|茂名石化,27,9450,9450
LDPE膜料,2025/4/9,6236|北欧化工,11,9300,9300
LDPE膜料,2025/4/9,FT6230|北欧化工,24.75,9500,9500
LDPE膜料,2025/4/9,LDOG|中海壳牌,54,9170,9170
LDPE膜料,2025/4/10,0274|卡塔尔石化,112.5,9950,9600
LDPE膜料,2025/4/10,2420E02|伊朗石化,25.5,9500,9500
LDPE膜料,2025/4/10,2420H|伊朗石化,24.75,9480,9480
LDPE膜料,2025/4/10,2426H|神华新疆,30,9130,9130
LDPE膜料,2025/4/10,2426H|茂名石化,27,9560,9560
LDPE膜料,2025/4/11,15803-020|俄罗斯西布尔,148,9280,9280
LDPE膜料,2025/4/11,2023.BR(105.BR)|埃克森,24.75,9570,9570
LDPE膜料,2025/4/11,2420E02|伊朗石化,76.5,9530,9450
LDPE膜料,2025/4/11,2426H|中海壳牌,27,9350,9350
LDPE膜料,2025/4/11,2426K|茂名石化,27,9400,9400
LDPE膜料,2025/4/11,951-000|茂名石化,27,9570,9570
LDPE膜料,2025/4/11,951-050|茂名石化,21,9540,9500
LDPE膜料,2025/4/11,HP2025JN|沙特SABIC,49.5,9400,9400
LDPE膜料,2025/4/11,LDOG|中海壳牌,27,9100,9100
LDPE膜料,2025/4/14,0219A|加拿大NOVA,25.5,9200,9200
LDPE膜料,2025/4/14,0274|卡塔尔石化,25.5,9400,9400
LDPE膜料,2025/4/14,2408X|中海壳牌,17,9350,9350
LDPE膜料,2025/4/14,2420H|伊朗石化,49.5,9600,9470
LDPE膜料,2025/4/14,2420H|烟台万华,27.625,9180,9180
LDPE膜料,2025/4/14,2426H|中海壳牌,27,9550,9550
LDPE膜料,2025/4/14,2426H|神华榆林,33,9250,9250
LDPE膜料,2025/4/14,2426H|茂名石化,19.5,9560,9560
LDPE膜料,2025/4/14,2426K|茂名石化,36,9590,9480
LDPE膜料,2025/4/14,951-050|茂名石化,27,9440,9440
LDPE膜料,2025/4/14,LDOG|中海壳牌,81,9100,9100
LDPE膜料,2025/4/15,0274|卡塔尔石化,76.5,9850,9450
LDPE膜料,2025/4/15,15803-020|托姆斯克,24.75,9180,9180
LDPE膜料,2025/4/15,18D|大庆石化,28,9650,9650
LDPE膜料,2025/4/15,2022.AC(100AC)|埃克森,24.75,9500,9500
LDPE膜料,2025/4/15,2408X|中海壳牌,20,9350,9350
LDPE膜料,2025/4/15,2426H-GD|茂名石化,54,9235,9235
LDPE膜料,2025/4/15,2426H|大庆石化,66,9150,9150
LDPE膜料,2025/4/15,2426H|浙江石化,27,9200,9200
LDPE膜料,2025/4/15,2426H|神华榆林,10,9280,9280
LDPE膜料,2025/4/16,2420H|伊朗石化,24.75,9330,9330
LDPE膜料,2025/4/16,2426H|烟台万华,27.625,9070,9070
LDPE膜料,2025/4/16,2426K|茂名石化,12,9470,9470
LDPE膜料,2025/4/17,0474|卡塔尔石化,76.5,9980,9900
LDPE膜料,2025/4/17,2420H|伊朗石化,60.492,9300,9250
LDPE膜料,2025/4/17,2426H-GD|茂名石化,108,9050,8965
LDPE膜料,2025/4/17,2426H|中海壳牌,27,9350,9350
LDPE膜料,2025/4/17,2426K|茂名石化,27,9470,9470
LDPE膜料,2025/4/17,951-000|茂名石化,27,9500,9400
LDPE膜料,2025/4/17,FT6230|北欧化工,49.5,9250,9250
LDPE膜料,2025/4/18,0219A|加拿大NOVA,25.5,9000,9000
LDPE膜料,2025/4/18,2020H|中海壳牌,27,9300,9300
LDPE膜料,2025/4/18,2420E02|伊朗石化,76.49,9650,9270
LDPE膜料,2025/4/18,2420H|伊朗石化,24.75,9150,9150
LDPE膜料,2025/4/18,951-000GD|茂名石化,27,8985,8985
LDPE膜料,2025/4/21,0274|卡塔尔石化,76.5,9250,9200
LDPE膜料,2025/4/21,2020H|中海壳牌,27,9250,9250
LDPE膜料,2025/4/21,2102TN26|齐鲁石化,5,9050,9050
LDPE膜料,2025/4/21,2420E02|伊朗石化,76.5,9300,9200
LDPE膜料,2025/4/21,2420H|伊朗石化,74.25,9150,9150
LDPE膜料,2025/4/21,2426H|烟台万华,55.25,8950,8950
LDPE膜料,2025/4/21,2426K|泰国PTT,18,9400,9400
LDPE膜料,2025/4/21,951-000GD|茂名石化,108,8995,8955
LDPE膜料,2025/4/21,EF9112JM|美国西湖,25.5,8800,8800
LDPE膜料,2025/4/22,2119|伊朗石化,24.75,9300,9300
LDPE膜料,2025/4/22,2426H|中海壳牌,27,9230,9230
LDPE膜料,2025/4/22,2426H|泰国PTT,10,9050,9050
LDPE膜料,2025/4/22,2426H|神华榆林,26,8800,8800
LDPE膜料,2025/4/22,951-000GD|茂名石化,27,8980,8980
LDPE膜料,2025/4/23,0474|卡塔尔石化,33,9370,9370
LDPE膜料,2025/4/23,2023.BR(105.BR)|埃克森,24.75,9040,9040
LDPE膜料,2025/4/23,2102TX00|伊朗石化,24.75,9220,9220
LDPE膜料,2025/4/23,2408X|中海壳牌,162,9010,9010
LDPE膜料,2025/4/23,2420E02|伊朗石化,25.5,9450,9450
LDPE膜料,2025/4/23,2426H|中海壳牌,81,9500,9260
LDPE膜料,2025/4/23,2426H|烟台万华,27.625,8880,8880
LDPE膜料,2025/4/23,2426K|中海壳牌,54,9200,9200
LDPE膜料,2025/4/23,951-000|茂名石化,10.5,9350,9350
LDPE膜料,2025/4/23,FL2202C|台塑美国,24.75,8750,8750
LDPE膜料,2025/4/23,LDF720|美国MARCO POLO,24.75,8650,8650
LDPE膜料,2025/4/24,0219A|加拿大NOVA,102,8880,8770
LDPE膜料,2025/4/24,0274|卡塔尔石化,25.5,9100,9100
LDPE膜料,2025/4/24,2408X|中海壳牌,54,9010,9010
LDPE膜料,2025/4/24,2420E02|伊朗石化,51,9200,9150
LDPE膜料,2025/4/24,2420H|中海壳牌,27,9300,9300
LDPE膜料,2025/4/24,2426H|中海壳牌,27,9490,9490
LDPE膜料,2025/4/24,2426H|泰国PTT,5,9080,9080
LDPE膜料,2025/4/24,951-050|茂名石化,10.5,9300,9300
LDPE膜料,2025/4/24,FT6230|北欧化工,24.75,8950,8950
LDPE膜料,2025/4/25,0219A|加拿大NOVA,25.5,8770,8770
LDPE膜料,2025/4/25,2020H|中海壳牌,27,9450,9450
LDPE膜料,2025/4/25,2023.BR(105.BR)|埃克森,24.75,9050,9050
LDPE膜料,2025/4/25,2420H|中海壳牌,27,9180,9180
LDPE膜料,2025/4/25,2420H|伊朗石化,49.5,9100,9100
LDPE膜料,2025/4/25,2420H|茂名石化,16.5,9150,9150
LDPE膜料,2025/4/25,2426K|茂名石化,15,9250,9250
LDPE膜料,2025/4/25,FT6230|北欧化工,49.5,8950,8950
LDPE膜料,2025/4/25,HP2024NDF|沙特SABIC,25.5,9050,9050
LDPE膜料,2025/4/25,LDF-219A|米尔斯泰因,74.25,8770,8770
LDPE膜料,2025/4/27,0274|卡塔尔石化,51,9200,9200
LDPE膜料,2025/4/27,2426H|中海壳牌,27,9300,9300
LDPE膜料,2025/4/27,951-000|茂名石化,27,9300,9300
LDPE膜料,2025/4/27,FT6230|北欧化工,99,9000,8950
LDPE膜料,2025/4/28,0274|卡塔尔石化,25.5,9300,9300
LDPE膜料,2025/4/28,2420E02|伊朗石化,25.5,9320,9320
LDPE膜料,2025/4/28,2426H|浙江石化,27,9010,9010
LDPE膜料,2025/4/28,2426H|烟台万华,27.625,9050,9050
LDPE膜料,2025/4/28,2426K|茂名石化,4.5,9280,9280
LDPE膜料,2025/4/28,951-000|茂名石化,27,9300,9300
LDPE膜料,2025/4/28,951-050|茂名石化,10.5,9350,9350
LDPE膜料,2025/4/29,0274|卡塔尔石化,25.5,9180,9180
LDPE膜料,2025/4/29,2023.BR(105.BR)|埃克森,24.75,9100,9100
LDPE膜料,2025/4/29,2420E02|伊朗石化,25.5,9250,9250
LDPE膜料,2025/4/29,2420H|伊朗石化,49.483,9220,9215
LDPE膜料,2025/4/29,2420H|神华榆林,38,10060,10030
LDPE膜料,2025/4/29,HP2024NDF|沙特SABIC,25.5,9300,9300
LDPE膜料,2025/4/30,2102TX00|伊朗石化,148.5,9500,9500
LDPE膜料,2025/4/30,2310H|茂名石化,54,8935,8750
LDPE膜料,2025/4/30,2408X|中海壳牌,108,9050,9000
LDPE膜料,2025/4/30,2426H|中海壳牌,81,9200,9200
LDPE膜料,2025/4/30,2426K|茂名石化,10.5,9150,9150
LDPE膜料,2025/4/30,FT6230|北欧化工,24.75,9050,9050
LDPE膜料,2025/4/30,LDF720|美国MARCO POLO,27.5,8750,8750
LDPE膜料,2025/5/6,0274|卡塔尔石化,25.5,9100,9100
LDPE膜料,2025/5/6,18D|大庆石化,23,9350,9350
LDPE膜料,2025/5/6,2310H|茂名石化,27,8900,8900
LDPE膜料,2025/5/6,2420H|中海壳牌,30,9150,9150
LDPE膜料,2025/5/6,2420H|伊朗石化,24.746,9130,9130
LDPE膜料,2025/5/6,2426H|中海壳牌,15,9100,9100
LDPE膜料,2025/5/6,2426H|浙江石化,27,9020,9020
LDPE膜料,2025/5/6,951-050|茂名石化,27,9140,9140
LDPE膜料,2025/5/6,LDF-720-CSB|美国MARCO POLO,27.5,8700,8700
LDPE膜料,2025/5/7,0474|卡塔尔石化,6,9400,9400
LDPE膜料,2025/5/7,1810H|中海壳牌,54,9020,9020
LDPE膜料,2025/5/7,2420E02|伊朗石化,51,9080,9080
LDPE膜料,2025/5/7,2420H|伊朗石化,24.75,9100,9100
LDPE膜料,2025/5/7,2420H|烟台万华,27.625,8980,8980
LDPE膜料,2025/5/7,2426H|中海壳牌,54,9150,9100
LDPE膜料,2025/5/7,2426K|茂名石化,14.5,9190,9190
LDPE膜料,2025/5/7,951-000|茂名石化,27,9180,9180
LDPE膜料,2025/5/7,951-050|茂名石化,16,9150,9150
LDPE膜料,2025/5/7,FL2202C|台塑美国,37,8950,8950
LDPE膜料,2025/5/7,FT6230|北欧化工,123.75,8950,8950
LDPE膜料,2025/5/7,LDF-720-CSB|美国MARCO POLO,16.5,8700,8700
LDPE膜料,2025/5/8,10803-020|俄罗斯喀山,24.75,9050,9050
LDPE膜料,2025/5/8,2420E02|伊朗石化,76.5,9000,8900
LDPE膜料,2025/5/8,2420H|神华榆林,33,8980,8980
LDPE膜料,2025/5/8,2426H|中海壳牌,10.5,9050,9050
LDPE膜料,2025/5/8,2426H|烟台万华,27.625,8800,8800
LDPE膜料,2025/5/8,2426H|神华榆林,33,9070,9070
LDPE膜料,2025/5/8,HP2023JN|沙特SABIC,27,9000,9000
LDPE膜料,2025/5/8,HP2024NDF|沙特SABIC,25.5,8800,8800
LDPE膜料,2025/5/9,2408X|中海壳牌,54,8975,8975
LDPE膜料,2025/5/9,2420E02|伊朗石化,51,9000,8980
LDPE膜料,2025/5/9,2420H|伊朗石化,24.75,8950,8950
LDPE膜料,2025/5/9,2426H|中海壳牌,27,9100,9100
LDPE膜料,2025/5/9,951-050|茂名石化,33,9230,9060
LDPE膜料,2025/5/9,C150Y|马来西亚PETLIN,14.997,9450,9450
LDPE膜料,2025/5/9,FT6230|北欧化工,24.75,9000,9000
LDPE膜料,2025/5/9,HP2024NDF|沙特SABIC,51,8800,8800
LDPE膜料,2025/5/9,OG|埃克森,42.9,8500,8450
LDPE膜料,2025/5/12,0274|卡塔尔石化,51,9080,9080
LDPE膜料,2025/5/12,2102TX00|伊朗石化,24.75,9050,9050
LDPE膜料,2025/5/12,2310H|茂名石化,27,8800,8800
LDPE膜料,2025/5/12,2420E02|伊朗石化,102,9000,8950
LDPE膜料,2025/5/12,2426H|中海壳牌,27,9050,9050
LDPE膜料,2025/5/12,2426K|中海壳牌,37.493,9000,9000
LDPE膜料,2025/5/12,2426K|茂名石化,10.5,9180,9180
LDPE膜料,2025/5/12,951-050|茂名石化,25.5,9230,9150
LDPE膜料,2025/5/12,C150Y|马来西亚PETLIN,30,9450,9450
LDPE膜料,2025/5/12,HP2024NDF|沙特SABIC,25.5,8800,8800
LDPE膜料,2025/5/13,2022.AC(100AC)|埃克森,24.75,9130,9130
LDPE膜料,2025/5/13,2310H|茂名石化,108,9030,8900
LDPE膜料,2025/5/13,2420H|中海壳牌,37.5,9250,9200
LDPE膜料,2025/5/13,2420H|伊朗石化,49.5,9200,9100
LDPE膜料,2025/5/13,2426H|烟台万华,9.75,9000,9000
LDPE膜料,2025/5/13,951-000|茂名石化,15,9250,9250
LDPE膜料,2025/5/13,951-050|茂名石化,6,9350,9350
LDPE膜料,2025/5/14,0274|卡塔尔石化,25.5,9280,9280
LDPE膜料,2025/5/14,2023.BR(105.BR)|埃克森,24.75,9100,9100
LDPE膜料,2025/5/14,2420H|中海壳牌,75.6,9410,9310
LDPE膜料,2025/5/14,2420H|伊朗石化,43.69,9330,9150
LDPE膜料,2025/5/14,2426H|中海壳牌,27,9450,9450
LDPE膜料,2025/5/14,2426H|大庆石化,33,9530,9530
LDPE膜料,2025/5/14,HP2022JN|沙特SABIC,24.75,9250,9250
LDPE膜料,2025/5/15,2102TX00|伊朗石化,24.75,9330,9330
LDPE膜料,2025/5/15,2420H|伊朗石化,49.5,9280,9280
LDPE膜料,2025/5/15,2426H|扬子巴斯夫,54,9900,9900
LDPE膜料,2025/5/15,2426H|神华榆林,60,9440,9440
LDPE膜料,2025/5/16,0274|卡塔尔石化,25.5,9300,9300
LDPE膜料,2025/5/16,2020H|中海壳牌,27,9120,9120
LDPE膜料,2025/5/16,2408X|中海壳牌,54,9030,9030
LDPE膜料,2025/5/16,2420E02|伊朗石化,153,9220,8950
LDPE膜料,2025/5/16,2420H|伊朗石化,30.55,9330,9330
LDPE膜料,2025/5/16,2420H|茂名石化,27,9380,9380
LDPE膜料,2025/5/16,2426H|烟台万华,27.625,8800,8800
LDPE膜料,2025/5/16,LDF-250YZ|马来西亚大藤,81,8950,8950
LDPE膜料,2025/5/19,18D0|大庆石化,33,9500,9500
LDPE膜料,2025/5/19,2020H|中海壳牌,27,9120,9120
LDPE膜料,2025/5/19,2102TX00|伊朗石化,74.25,9320,9320
LDPE膜料,2025/5/19,2426H|中海壳牌,135,9365,9180
LDPE膜料,2025/5/19,2426H|烟台万华,27.625,9050,9050
LDPE膜料,2025/5/19,2426KGD|茂名石化,54,8995,8995
LDPE膜料,2025/5/19,2426K|中海壳牌,54,9300,9170
LDPE膜料,2025/5/19,2426K|茂名石化,21,9450,9400
LDPE膜料,2025/5/19,FL2202A|台塑美国,800,0,
LDPE膜料,2025/5/20,200GG|马来西亚大藤,17.85,8850,8850
LDPE膜料,2025/5/20,2020H|中海壳牌,27,9120,9120
LDPE膜料,2025/5/20,2420E02|伊朗石化,25.5,8950,8950
LDPE膜料,2025/5/20,2426H|浙江石化,54,9180,9180
LDPE膜料,2025/5/20,352E|陶氏,24.75,9100,9100
LDPE膜料,2025/5/20,951-050|茂名石化,6,9400,9400
LDPE膜料,2025/5/20,LDF-250YZ|马来西亚大藤,49.7,8950,8850
LDPE膜料,2025/5/21,2119|伊朗石化,5.5,9300,9300
LDPE膜料,2025/5/21,2408X|中海壳牌,54,9100,9100
LDPE膜料,2025/5/21,2426H|中海壳牌,81,9200,9200
LDPE膜料,2025/5/21,2426H|神华榆林,60,9420,9420
LDPE膜料,2025/5/21,2426KGD|茂名石化,135,8865,8865
LDPE膜料,2025/5/21,2426K|茂名石化,10.5,9350,9350
LDPE膜料,2025/5/21,951-000|茂名石化,10.5,9250,9250
LDPE膜料,2025/5/22,0474|卡塔尔石化,25.5,9330,9330
LDPE膜料,2025/5/22,2408X|中海壳牌,54,9050,9050
LDPE膜料,2025/5/22,2420E02|伊朗石化,50.985,9250,9180
LDPE膜料,2025/5/22,2420H|中海壳牌,27,9300,9300
LDPE膜料,2025/5/22,2420H|伊朗石化,24.75,9260,9260
LDPE膜料,2025/5/22,2426H|中海壳牌,27,9250,9250
LDPE膜料,2025/5/22,2426H|神华榆林,32,9410,9410
LDPE膜料,2025/5/22,2426KGD|茂名石化,81,8865,8865
LDPE膜料,2025/5/22,LD020D|美国CCT,24.75,9000,9000
LDPE膜料,2025/5/23,0474|卡塔尔石化,25.5,9300,9300
LDPE膜料,2025/5/23,2102TX00|伊朗石化,49.5,9130,9130
LDPE膜料,2025/5/23,2420H|中海壳牌,27,9350,9350
LDPE膜料,2025/5/23,2426H|中海壳牌,54,9600,9150
LDPE膜料,2025/5/23,2426H|烟台万华,27.625,8935,8935
LDPE膜料,2025/5/23,2426H|神华榆林,28.5,9120,9120
LDPE膜料,2025/5/23,LD020D|美国CCT,198,8950,8950
LDPE膜料,2025/5/26,0274|卡塔尔石化,76.5,9100,9100
LDPE膜料,2025/5/26,2023.BR(105.BR)|埃克森,34.375,9000,8950
LDPE膜料,2025/5/26,2420E02|伊朗石化,51,9180,9180
LDPE膜料,2025/5/26,2420H|中海壳牌,4.5,9350,9350
LDPE膜料,2025/5/26,2420H|伊朗石化,24.75,9250,9250
LDPE膜料,2025/5/26,2426H|烟台万华,27.625,8935,8935
LDPE膜料,2025/5/26,352E|陶氏,123.75,9200,9200
LDPE膜料,2025/5/26,FL2202A|台塑美国,57.75,8900,8900
LDPE膜料,2025/5/26,LD020D|美国CCT,74.25,9000,9000
LDPE膜料,2025/5/27,0474|卡塔尔石化,25.5,9250,9250
LDPE膜料,2025/5/27,1925AS|TASNEE,24.75,8950,8950
LDPE膜料,2025/5/27,2025NN|沙特SABIC,76.495,9050,9050
LDPE膜料,2025/5/27,2420E02|伊朗石化,31.5,8900,8900
LDPE膜料,2025/5/27,2426K|茂名石化,10.5,9380,9380
LDPE膜料,2025/5/27,951-000|茂名石化,27,9240,9240
LDPE膜料,2025/5/28,2119|伊朗石化,49.5,9200,9200
LDPE膜料,2025/5/28,2420H|伊朗石化,49.47,9180,9180
LDPE膜料,2025/5/28,2426H|中海壳牌,27,9150,9150
LDPE膜料,2025/5/28,2426H|浙江石化,27,9000,9000
LDPE膜料,2025/5/29,2023.BR(105.BR)|埃克森,24.75,8850,8850
LDPE膜料,2025/5/29,2420E02|伊朗石化,51,9150,9150
LDPE膜料,2025/5/29,2426H|中海壳牌,87,9400,9130
LDPE膜料,2025/5/29,951-000|茂名石化,54,9130,9130
LDPE膜料,2025/5/29,LD020D|美国CCT,272.25,8950,8800
LDPE膜料,2025/5/30,0274|卡塔尔石化,51,9050,9050
LDPE膜料,2025/5/30,2420H|中海壳牌,27,9200,9200
LDPE膜料,2025/5/30,2426H|神华榆林,20,9050,8980
LDPE膜料,2025/5/30,951-050|茂名石化,27,9130,9130
LDPE膜料,2025/5/30,FC2304E|台塑美国,27,8950,8950
LDPE膜料,2025/5/30,LD020D|美国CCT,173.25,8950,8800
LDPE膜料,2025/6/3,0274|卡塔尔石化,51,9100,9090
LDPE膜料,2025/6/3,0474|卡塔尔石化,25.5,9170,9170
LDPE膜料,2025/6/3,18D|大庆石化,15,9600,9600
LDPE膜料,2025/6/3,2420E02|伊朗石化,25.5,9170,9170
LDPE膜料,2025/6/3,2426H-GD|茂名石化,54,8915,8895
LDPE膜料,2025/6/3,2426H|神华榆林,32,9440,9440
LDPE膜料,2025/6/3,FT6230|北欧化工,24.75,8970,8970
LDPE膜料,2025/6/4,0474|卡塔尔石化,25.5,9150,9150
LDPE膜料,2025/6/4,15803-020|俄罗斯喀山,24.75,9100,9100
LDPE膜料,2025/6/4,2023.BR(105.BR)|埃克森,27.5,9000,9000
LDPE膜料,2025/6/4,2023NN|沙特SABIC,25.5,9050,9050
LDPE膜料,2025/6/4,2102TX00|伊朗石化,49.5,9150,9150
LDPE膜料,2025/6/4,2408X|中海壳牌,54,9020,9000
LDPE膜料,2025/6/4,2420H|伊朗石化,123.739,9000,9000
LDPE膜料,2025/6/4,2426H|中海壳牌,21,9150,9100
LDPE膜料,2025/6/4,LD020D|美国CCT,74.25,8880,8850
LDPE膜料,2025/6/5,0274|卡塔尔石化,25.5,9100,9100
LDPE膜料,2025/6/5,2023.BR(105.BR)|埃克森,24.75,9050,9050
LDPE膜料,2025/6/5,2023BW(105BW)|埃克森,24.75,9070,9070
LDPE膜料,2025/6/5,2023NN|沙特SABIC,76.5,9050,9050
LDPE膜料,2025/6/5,2408X|中海壳牌,54,9000,9000
